time,aqi,pm2_5,pm10,co,no2,o3,so2,complexindex,rank,primary_pollutant,temp,humi,windlevel,winddirection,weather
2022-03-10,205.0,155,249,1.2,48,146,5,10.48155,330,PM2.5,11.208,63.333,1.750,,晴
2022-03-11,120.0,91,158,1.0,35,80,4,6.54881,331,PM2.5,10.592,52.583,1.583,,阴
2022-03-12,62.0,44,70,0.6,28,91,2,3.70923,139,PM2.5,9.188,52.042,1.625,,阴
2022-03-13,80.0,59,79,0.8,28,81,2,4.25387,245,PM2.5,7.992,72.417,2.208,,霾
2022-03-14,52.0,32,54,0.5,18,95,2,2.88780,83,PM10,12.517,45.583,2.333,,阴
2022-03-15,69.0,47,87,0.7,26,80,2,3.94405,189,PM10,8.921,55.208,2.167,,霾
2022-03-16,79.0,45,108,0.7,27,73,3,4.18482,241,PM10,9.525,55.083,2.458,,霾
2022-03-17,41.0,18,41,0.5,18,57,3,2.08125,175,—,1.492,59.917,2.208,,阴
2022-03-18,62.0,44,55,0.6,25,38,3,3.10536,213,PM2.5,-0.304,87.542,1.625,,阴
2022-03-19,44.0,24,28,0.4,18,88,3,2.23571,279,—,1.217,59.125,1.917,,阴
2022-03-20,53.0,37,52,0.4,29,84,2,3.18333,116,PM2.5,4.525,56.708,1.917,,晴
2022-03-21,42.0,9,15,0.2,15,84,2,1.45476,67,—,7.683,31.375,2.375,,晴
2022-03-22,36.0,16,29,0.3,23,72,2,2.00476,48,—,4.538,44.208,2.000,,阴
2022-03-23,75.0,55,75,0.5,34,62,2,4.03869,215,PM2.5,5.317,69.833,1.417,,雾
2022-03-24,127.0,96,131,0.8,43,33,2,6.12887,297,PM2.5,6.479,83.583,1.417,,霾
2022-03-25,35.0,0,0,0.5,28,68,2,1.28333,319,—,10.250,48.625,2.083,,阴
2022-03-26,66.0,14,81,0.2,19,86,2,2.65298,293,PM10,11.692,29.333,2.875,,晴
2022-03-27,46.0,7,29,0.2,14,91,2,1.61637,92,—,10.550,15.792,2.417,,晴
2022-03-28,70.0,30,90,0.3,23,104,3,3.49286,172,PM10,12.200,30.000,3.250,,晴
2022-03-29,77.0,54,103,0.5,27,67,2,4.26637,285,PM10,10.896,66.292,2.167,,阴
2022-03-30,40.0,28,40,0.5,19,56,3,2.37143,305,—,8.967,66.750,1.833,,阴
2022-03-31,44.0,13,19,0.3,16,88,3,1.71786,102,—,8.671,46.833,2.708,,晴
2022-04-01,43.0,14,32,0.3,23,86,2,2.07798,6,—,9.396,31.292,1.833,,阴
2022-04-02,44.0,13,30,0.3,20,88,2,1.95833,221,—,12.671,30.208,2.333,,晴
2022-04-03,63.0,22,61,0.3,25,115,2,2.95208,104,O3,14.875,24.833,2.792,,晴
2022-04-04,93.0,69,122,0.5,27,149,4,5.51220,272,PM2.5,15.508,48.000,2.167,,晴
2022-04-05,80.0,44,110,0.4,21,95,2,4.08065,328,PM10,17.533,41.417,2.500,,晴
2022-04-06,58.0,11,65,0.3,15,80,2,2.22619,272,PM10,10.367,28.583,2.500,,晴
2022-04-07,66.0,28,81,0.4,34,86,2,3.47798,106,PM10,13.183,32.542,1.625,,晴
2022-04-08,119.0,90,165,1.0,35,175,6,7.24732,281,PM2.5,15.758,53.000,2.042,,霾
2022-04-09,119.0,90,161,0.9,28,155,4,6.83185,324,PM2.5,19.163,54.250,2.042,,晴
2022-04-10,128.0,96,173,1.1,30,190,4,7.49345,302,O3,19.150,62.667,1.458,,霾
2022-04-11,49.0,0,0,0.7,27,98,3,1.51250,319,—,21.104,43.917,2.958,,阴
2022-04-12,69.0,14,87,0.3,12,103,3,2.71161,258,PM10,17.708,27.292,2.750,,阴
2022-04-13,67.0,28,62,0.4,17,120,2,2.99405,283,O3,14.575,36.042,2.917,,晴
2022-04-14,46.0,11,29,0.2,15,92,3,1.77857,159,—,13.825,30.792,2.917,,晴
2022-04-15,47.0,9,23,0.2,11,94,3,1.54821,96,—,15.079,19.542,2.833,,晴
2022-04-16,49.0,13,37,0.2,20,98,3,2.11250,194,—,15.513,23.375,2.292,,晴
2022-04-17,70.0,41,89,0.4,38,82,3,4.05536,256,PM10,14.813,42.250,1.750,,阴
2022-04-18,95.0,58,104,0.6,31,153,4,5.09077,295,O3,17.392,44.667,2.208,,霾
2022-04-19,70.0,48,86,0.4,30,124,3,4.27500,302,O3,18.946,42.792,2.250,,霾
2022-04-20,102.0,39,90,0.4,24,162,3,4.16250,155,O3,20.904,39.042,2.875,,晴
2022-04-21,49.0,32,0,0.3,15,97,3,2.02054,238,—,20.808,45.917,2.542,,晴
2022-04-22,54.0,11,39,0.2,10,104,2,1.85476,178,O3,17.350,26.458,3.042,,晴
2022-04-23,80.0,37,101,0.5,26,136,4,4.19167,219,O3,18.608,47.417,2.167,,晴
2022-04-24,111.0,52,137,0.8,28,172,5,5.50119,319,O3,20.604,58.833,2.083,,晴
2022-04-25,107.0,65,155,1.1,26,167,4,6.10685,283,O3,20.950,63.958,2.083,,多云
2022-04-26,71.0,22,92,0.3,9,97,3,2.89911,316,PM10,20.092,20.417,3.625,,晴
2022-04-27,38.0,9,28,0.2,10,75,2,1.45923,107,—,10.992,55.917,2.000,,阴
2022-04-28,42.0,15,23,0.3,11,83,3,1.67589,32,—,11.000,75.500,1.667,,阴
2022-04-29,59.0,42,61,0.4,18,96,2,3.25476,171,PM2.5,14.400,63.875,2.083,,阴
2022-04-30,45.0,4,13,0.2,9,89,3,1.18125,36,—,17.817,16.000,2.958,,晴
2022-05-01,50.0,11,31,0.2,18,99,2,1.90923,146,—,17.779,33.833,2.375,,晴
2022-05-02,74.0,23,49,0.4,24,128,4,2.92381,145,O3,18.679,42.958,1.917,,晴
2022-05-03,107.0,29,70,0.4,24,167,3,3.62232,147,O3,21.908,41.000,2.583,,晴
2022-05-04,130.0,32,87,0.4,23,192,3,4.08214,265,O3,25.088,38.417,2.542,,晴
2022-05-05,126.0,34,92,0.5,17,188,4,4.07738,301,O3,24.879,42.500,2.250,,阴
2022-05-06,54.0,18,57,0.3,12,83,3,2.27232,250,PM10,14.733,64.542,2.375,,阴
2022-05-07,42.0,16,33,0.3,15,84,3,1.95357,120,—,12.379,65.708,2.333,,阴
2022-05-08,36.0,14,25,0.3,12,72,3,1.63214,80,—,10.421,86.167,1.542,,阴
2022-05-09,57.0,18,32,0.3,16,108,3,2.17143,77,O3,13.421,71.375,1.833,,雾
2022-05-10,70.0,51,79,0.5,19,67,3,3.65446,277,PM2.5,12.541,82.000,2.091,,阴
2022-05-11,48.0,23,41,0.4,16,96,3,2.39286,266,—,15.750,61.333,2.250,,雾
2022-05-12,49.0,13,23,0.2,11,98,3,1.68750,227,—,15.417,60.583,2.625,,阴
2022-05-13,46.0,5,20,0.2,10,92,3,1.35357,219,—,17.067,35.875,2.375,,晴
2022-05-14,47.0,6,22,0.2,14,94,3,1.52321,95,—,17.279,36.000,1.792,,晴
2022-05-15,50.0,9,23,0.2,15,99,3,1.67946,126,—,18.967,38.042,1.958,,晴
2022-05-16,60.0,12,29,0.2,14,111,3,1.90089,129,O3,20.850,35.667,1.917,,晴
2022-05-17,101.0,30,67,0.4,25,161,4,3.61220,169,O3,21.971,37.750,2.083,,晴
2022-05-18,70.0,20,40,0.3,15,124,2,2.40119,270,O3,23.154,37.917,1.833,,晴
2022-05-19,136.0,36,76,0.6,22,199,4,4.12470,181,O3,23.388,48.375,2.000,,晴
2022-05-20,153.0,39,82,0.6,19,218,3,4.32321,298,O3,25.104,56.250,2.042,,霾
2022-05-21,148.0,32,72,0.5,19,212,3,3.91786,315,O3,26.500,52.125,2.000,,霾
2022-05-22,163.0,30,78,0.5,19,228,3,4.04643,281,O3,27.058,49.625,1.917,,晴
2022-05-23,127.0,30,69,0.5,17,189,3,3.62411,299,O3,26.200,48.083,2.042,,晴
2022-05-24,127.0,27,61,0.5,15,189,3,3.37411,268,O3,25.446,51.125,2.333,,阴
2022-05-25,49.0,4,20,0.2,7,97,3,1.28125,104,—,24.817,23.917,3.042,,晴
2022-05-26,48.0,7,26,0.2,14,96,3,1.62143,182,—,25.463,29.375,2.042,,晴
2022-05-27,84.0,12,39,0.3,18,140,3,2.35000,148,O3,26.658,30.375,2.542,,晴
2022-05-28,178.0,26,79,0.5,17,243,4,4.00685,218,O3,29.050,36.042,3.042,,晴
2022-05-29,61.0,15,44,0.3,10,113,3,2.13839,312,O3,25.167,39.083,2.708,,阴
2022-05-30,61.0,10,28,0.2,15,113,2,1.85030,43,O3,23.213,28.542,1.958,,晴
2022-05-31,114.0,18,50,0.4,22,175,3,3.02232,203,O3,23.950,40.083,1.625,,晴
2022-06-01,91.0,14,36,0.3,19,149,3,2.44554,206,O3,25.792,37.542,1.917,,晴
2022-06-02,173.0,21,55,0.4,22,238,3,3.57321,203,O3,27.517,35.542,2.167,,晴
2022-06-03,200.0,34,79,0.7,21,265,6,4.55625,252,O3,28.192,44.958,2.000,,阴
2022-06-04,101.0,24,47,0.4,10,161,3,2.76339,253,O3,27.375,52.875,2.375,,阴
2022-06-05,50.0,11,30,0.3,10,100,3,1.74286,263,—,27.471,39.500,3.125,,霾
2022-06-06,48.0,3,9,0.2,7,95,3,1.08304,80,—,24.821,31.000,2.917,,晴
2022-06-07,77.0,10,28,0.4,13,132,2,1.96905,36,O3,22.513,42.875,2.333,,阴
2022-06-08,68.0,23,49,0.7,14,121,3,2.68839,193,O3,21.467,55.542,2.583,,阴
2022-06-09,60.0,25,48,0.8,17,111,3,2.76875,228,O3,21.200,63.667,1.708,,多云
2022-06-10,109.0,29,66,0.7,14,169,2,3.38601,265,O3,23.779,66.750,2.125,,阴
2022-06-11,73.0,23,53,0.6,14,127,3,2.75804,300,O3,22.354,85.167,2.292,,阴
2022-06-12,90.0,17,33,0.5,11,147,3,2.32589,91,O3,22.063,86.625,2.250,,阴
2022-06-13,55.0,16,29,0.4,12,105,3,1.97768,163,O3,19.721,87.750,2.083,,阴
2022-06-14,60.0,14,28,0.5,13,111,3,1.99375,242,O3,22.121,74.917,1.833,,阴
2022-06-15,90.0,22,41,0.6,13,148,3,2.66429,147,O3,22.938,74.708,2.125,,阴
2022-06-16,131.0,26,55,0.6,17,194,3,3.36607,241,O3,24.850,69.708,1.958,,多云
2022-06-17,145.0,36,74,0.9,18,209,3,4.11696,271,O3,26.008,72.833,1.875,,阴
2022-06-18,159.0,35,72,0.9,12,224,2,3.98690,290,O3,26.875,73.125,2.083,,雾
2022-06-19,151.0,31,62,0.8,11,216,3,3.64643,305,O3,26.921,71.958,2.083,,晴
2022-06-20,170.0,34,72,0.8,14,235,2,4.05208,300,O3,28.658,69.917,1.875,,晴
2022-06-21,172.0,57,107,1.1,19,237,3,5.43839,334,O3,29.808,69.083,1.750,,阴
2022-06-22,73.0,53,79,0.9,17,100,3,3.96786,250,PM2.5,25.108,93.167,2.000,,阴
2022-06-23,81.0,12,17,0.4,14,137,3,1.94196,326,O3,27.917,55.542,1.958,,晴
2022-06-24,73.0,5,15,0.2,17,127,2,1.65923,53,O3,30.279,39.208,2.167,,晴
2022-06-25,205.0,20,56,0.4,23,287,3,3.89018,199,O3,31.800,41.417,1.708,,晴
2022-06-26,105.0,24,55,0.6,13,165,3,3.02768,334,O3,29.825,51.958,2.625,,阴
2022-06-27,70.0,26,40,0.6,10,123,2,2.51637,297,O3,26.538,77.417,1.583,,阴
2022-06-28,46.0,12,19,0.4,9,91,3,1.55804,232,—,25.271,76.375,2.042,,阴
2022-06-29,44.0,9,15,0.4,9,87,3,1.39018,64,—,23.979,84.458,2.083,,阴
2022-06-30,76.0,14,25,0.4,12,131,3,2.02589,60,O3,26.275,75.042,1.667,,阴
2022-07-01,69.0,20,28,0.6,10,122,3,2.18393,250,臭氧8小时,25.883,82.625,1.625,,阴
2022-07-02,106.0,37,52,0.7,14,166,3,3.41250,282,臭氧8小时,27.383,80.417,1.708,,阴
2022-07-03,64.0,23,32,0.6,10,116,3,2.28929,329,臭氧8小时,24.083,98.500,2.125,,阴
2022-07-04,56.0,19,26,0.6,12,107,3,2.08304,220,臭氧8小时,26.433,94.250,1.667,,阴
2022-07-05,79.0,35,48,0.6,11,134,3,2.99821,299,臭氧8小时,27.171,92.083,1.917,,雾
2022-07-06,56.0,9,15,0.4,10,107,3,1.54018,133,臭氧8小时,26.071,86.917,1.750,,阴
2022-07-07,96.0,10,25,0.4,18,155,3,2.21161,118,臭氧8小时,29.621,64.500,1.583,,晴
2022-07-08,83.0,17,41,0.5,19,139,3,2.59018,216,臭氧8小时,30.283,64.333,1.750,,阴
2022-07-09,45.0,10,26,0.3,19,90,2,1.80298,238,—,29.938,53.458,1.667,,阴
2022-07-10,62.0,9,19,0.4,11,114,3,1.66607,63,臭氧8小时,23.271,83.958,1.333,,阴
2022-07-11,69.0,22,38,0.5,18,122,3,2.55893,112,臭氧8小时,24.367,85.625,1.208,,阴
2022-07-12,51.0,14,21,0.5,11,101,3,1.78125,289,臭氧8小时,23.196,97.217,1.913,,阴
2022-07-13,87.0,11,24,0.5,15,144,3,2.10714,17,臭氧8小时,27.829,78.250,1.833,,晴
2022-07-14,82.0,8,20,0.3,16,138,3,1.90179,245,臭氧,29.421,58.917,1.833,,雾
2022-07-15,83.0,10,28,0.3,21,139,3,2.20446,,臭氧8小时,30.225,56.208,1.750,,晴
2022-07-16,161.0,26,58,0.6,19,226,3,3.65893,177,臭氧8小时,29.525,66.208,2.042,,多云
2022-07-17,60.0,20,40,0.4,16,112,2,2.37619,324,臭氧8小时,30.175,61.875,1.958,,晴
2022-07-18,71.0,8,26,0.3,16,125,2,1.88958,139,臭氧8小时,29.996,50.542,2.042,,晴
2022-07-19,120.0,14,43,0.4,20,181,2,2.77887,208,臭氧8小时,28.000,64.958,1.750,,晴
2022-07-20,108.0,25,54,0.5,17,168,3,3.13571,325,臭氧8小时,28.158,64.375,2.583,,晴
2022-07-21,128.0,20,43,0.4,16,190,2,2.90655,222,臭氧8小时,28.238,62.667,1.792,,晴
2022-07-22,110.0,27,57,0.5,19,171,2,3.28780,285,臭氧8小时,27.352,76.087,1.696,,阴
2022-07-23,85.0,10,20,0.3,11,141,2,1.83601,153,臭氧8小时,27.117,67.583,2.083,,阴
2022-07-24,136.0,24,46,0.5,16,199,2,3.14494,199,臭氧8小时,28.679,69.667,1.792,,阴
2022-07-25,110.0,22,44,0.4,14,171,2,2.80923,75,臭氧8小时,29.125,65.375,1.917,,阴
2022-07-26,100.0,31,50,0.5,13,160,2,3.08333,233,臭氧8小时,27.755,73.636,1.818,,阴
2022-07-27,50.0,17,25,0.5,10,99,3,1.88661,318,—,23.804,99.833,1.958,,阴
2022-07-28,51.0,6,10,0.4,10,101,3,1.34554,83,臭氧8小时,23.983,85.292,1.958,,阴
2022-07-29,92.0,15,28,0.4,15,150,3,2.29107,51,臭氧8小时,26.988,76.667,1.667,,晴
2022-07-30,97.0,35,54,0.7,13,156,3,3.29643,296,臭氧8小时,27.475,82.792,1.917,,阴
2022-07-31,95.0,28,44,0.5,14,154,3,2.91607,187,臭氧8小时,28.854,81.875,1.750,,阴
2022-08-01,120.0,38,59,0.6,15,181,3,3.63482,284,臭氧8小时,29.888,80.042,1.667,,晴
2022-08-02,98.0,42,63,0.6,16,157,3,3.68125,326,臭氧8小时,30.871,78.917,1.917,,阴
2022-08-03,98.0,40,59,0.5,13,157,3,3.46696,322,臭氧8小时,31.479,75.792,2.167,,多云
2022-08-04,102.0,35,55,0.6,12,162,3,3.29821,261,臭氧8小时,30.692,84.000,2.208,,阴
2022-08-05,108.0,17,28,0.5,12,168,3,2.41071,127,臭氧8小时,30.671,78.458,1.833,,阴
2022-08-06,70.0,21,37,0.6,17,123,3,2.52232,197,臭氧8小时,28.829,97.542,1.625,,雾
2022-08-07,81.0,27,38,0.6,13,137,3,2.69554,251,臭氧8小时,29.017,94.875,1.500,,阴
2022-08-08,33.0,8,16,0.4,14,66,3,1.36964,140,—,27.021,70.708,1.708,,阴
2022-08-09,40.0,8,17,0.4,13,80,3,1.44643,106,—,21.929,90.292,2.042,,阴
2022-08-10,82.0,11,24,0.4,14,138,3,2.01964,136,臭氧8小时,24.225,81.042,1.583,,晴
2022-08-11,98.0,19,38,0.5,14,157,3,2.59196,193,臭氧8小时,26.350,81.750,1.958,,晴
2022-08-12,100.0,36,60,0.6,13,160,3,3.41071,226,臭氧8小时,27.442,76.625,1.750,,晴
2022-08-13,110.0,46,65,0.8,15,170,3,3.93036,299,臭氧8小时,28.358,75.167,1.583,,阴
2022-08-14,40.0,28,39,1.0,13,71,3,2.42589,301,—,24.679,92.208,1.833,,阴
2022-08-15,41.0,8,13,0.5,13,82,3,1.42679,171,—,28.600,62.708,1.792,,阴
2022-08-16,69.0,6,15,0.4,14,122,3,1.64821,,臭氧8小时,26.454,59.250,1.875,,晴
2022-08-17,86.0,28,51,0.6,15,143,3,2.99732,197,臭氧8小时,26.975,73.708,1.875,,阴
2022-08-18,47.0,30,41,0.6,14,93,3,2.57411,307,—,24.558,92.958,1.667,,阴
2022-08-19,39.0,9,14,0.4,13,78,3,1.41964,242,—,26.863,66.250,2.042,,雾
2022-08-20,79.0,11,27,0.4,17,134,3,2.11250,20,臭氧8小时,25.661,73.870,1.957,,晴
2022-08-21,92.0,28,53,0.5,15,150,3,3.04464,246,臭氧8小时,26.492,74.542,1.958,,阴
2022-08-22,52.0,11,15,0.3,10,102,3,1.54107,300,臭氧8小时,27.204,59.875,2.417,,阴
2022-08-23,26.0,4,11,0.2,15,52,3,1.07143,12,—,23.621,46.292,1.750,,阴
2022-08-24,63.0,8,23,0.3,16,115,3,1.80089,7,臭氧8小时,23.458,59.625,1.958,,阴
2022-08-25,40.0,9,24,0.3,17,79,3,1.64375,220,—,25.508,52.917,2.000,,晴
2022-08-26,30.0,6,21,0.2,17,60,3,1.37143,144,—,23.504,44.208,2.042,,晴
2022-08-27,35.0,5,19,0.2,17,69,3,1.37054,50,—,22.338,33.958,1.708,,晴
2022-08-28,38.0,14,38,0.3,25,58,3,2.05536,219,—,18.325,73.167,1.542,,阴
2022-08-29,41.0,19,31,0.4,14,82,3,1.99821,183,—,18.788,80.792,1.833,,阴
2022-08-30,77.0,21,36,0.4,19,132,3,2.56429,275,臭氧8小时,21.679,74.958,1.542,,晴
2022-08-31,47.0,5,12,0.3,19,93,3,1.49554,6,—,24.267,57.042,1.750,,晴
2022-09-01,66.0,9,29,0.3,17,119,3,1.96518,50,臭氧8小时,23.504,53.125,2.000,,晴
2022-09-02,86.0,18,47,0.4,21,143,2,2.73780,259,臭氧8小时,22.283,63.083,1.542,,晴
2022-09-03,85.0,31,59,0.5,24,141,2,3.36815,257,臭氧8小时,22.588,74.917,1.792,,阴
2022-09-04,95.0,33,51,0.5,16,154,3,3.20893,273,臭氧8小时,23.225,72.708,1.750,,阴
2022-09-05,40.0,5,14,0.2,14,80,3,1.29286,40,—,23.145,39.364,2.864,,晴
2022-09-06,36.0,6,23,0.2,20,72,2,1.53333,59,—,23.092,42.458,2.292,,晴
2022-09-07,58.0,9,29,0.3,23,109,2,2.03601,60,臭氧8小时,23.675,47.625,1.833,,晴
2022-09-08,111.0,19,50,0.4,30,172,2,3.21548,144,臭氧8小时,24.146,58.458,1.583,,晴
2022-09-09,157.0,35,74,0.6,28,222,2,4.32798,243,臭氧8小时,24.892,69.208,1.333,,晴
2022-09-10,157.0,44,76,0.8,19,222,3,4.45536,317,臭氧8小时,25.650,67.458,1.750,,晴
2022-09-11,100.0,29,51,0.6,14,160,2,3.09048,96,臭氧8小时,24.583,67.208,1.708,,晴
2022-09-12,120.0,49,80,0.7,21,181,2,4.40744,257,臭氧8小时,25.171,72.125,1.542,,晴
2022-09-13,106.0,56,85,0.8,22,166,3,4.65179,318,臭氧8小时,25.308,71.833,1.542,,晴
2022-09-14,71.0,34,54,0.6,17,125,2,3.13244,322,臭氧8小时,25.071,67.417,1.792,,晴
2022-09-15,85.0,21,48,0.6,17,141,2,2.77530,197,臭氧8小时,24.671,66.292,1.375,,晴
2022-09-16,99.0,25,52,0.5,21,158,2,3.12798,249,臭氧8小时,24.658,69.625,1.625,,晴
2022-09-17,123.0,39,79,0.7,27,185,3,4.29911,242,臭氧8小时,24.877,72.364,1.636,,晴
2022-09-18,43.0,9,28,0.3,19,85,3,1.78839,293,—,24.279,40.708,2.083,,晴
2022-09-19,37.0,5,24,0.2,18,73,3,1.49196,117,—,20.892,40.583,1.750,,晴
2022-09-20,41.0,6,25,0.2,16,81,3,1.53482,50,—,20.692,27.792,2.250,,晴
2022-09-21,75.0,18,53,0.4,28,130,2,2.91726,175,臭氧8小时,19.617,52.292,2.208,,晴
2022-09-22,47.0,17,47,0.3,15,78,3,2.14464,293,—,20.742,42.208,3.458,,阴
2022-09-23,33.0,4,22,0.2,12,66,3,1.24107,90,—,17.935,28.391,2.783,,晴
2022-09-24,49.0,15,46,0.3,29,98,2,2.53155,121,—,18.163,46.708,1.792,,晴
2022-09-25,100.0,45,104,0.6,39,159,3,4.94018,279,臭氧8小时,18.167,58.000,1.458,,晴
2022-09-26,147.0,57,113,0.8,40,211,4,5.82827,316,臭氧8小时,20.008,64.542,1.458,,晴
2022-09-27,145.0,59,113,0.8,39,209,3,5.83125,293,臭氧8小时,20.954,64.458,1.625,,晴
2022-09-28,133.0,59,114,0.8,38,196,3,5.73929,285,臭氧8小时,21.288,65.042,1.583,,晴
2022-09-29,150.0,65,124,0.8,38,215,3,6.17232,316,臭氧8小时,22.646,66.167,1.417,,晴
2022-09-30,146.0,81,142,0.9,42,210,3,6.98036,332,臭氧8小时,22.313,70.583,1.292,,晴
2022-10-01,94.0,70,118,0.8,35,112,2,5.49405,313,细颗粒物:PM2.5,22.233,73.875,1.458,,阴
2022-10-02,34.0,14,20,0.4,12,67,3,1.55446,326,—,18.625,90.833,1.708,,阴
2022-10-03,23.0,6,10,0.3,10,45,3,0.97054,25,—,16.413,71.042,2.667,,阴
2022-10-04,31.0,3,11,0.1,11,61,3,0.97411,57,—,11.279,32.542,2.667,,晴
2022-10-05,29.0,9,24,0.2,19,58,3,1.53750,189,—,9.771,49.208,1.500,,晴
2022-10-06,46.0,21,46,0.3,25,66,2,2.40298,262,—,11.192,58.750,1.625,,晴
2022-10-07,70.0,51,87,0.6,31,82,2,4.17083,277,细颗粒物:PM2.5,12.429,69.792,1.583,,晴
2022-10-08,84.0,62,93,0.6,28,24,2,4.13333,331,细颗粒物:PM2.5,12.071,83.583,1.625,,阴
2022-10-09,33.0,2,8,0.1,6,66,3,0.80893,48,—,12.029,29.667,3.792,,晴
2022-10-10,34.0,4,13,0.2,13,68,3,1.15000,78,—,10.988,34.375,2.167,,晴
2022-10-11,36.0,14,36,0.3,28,63,2,2.11637,91,—,10.704,53.458,1.292,,晴
2022-10-12,71.0,50,92,0.6,47,65,3,4.52411,241,颗粒物:PM10,11.408,64.458,1.458,,晴
2022-10-13,115.0,87,135,0.7,51,84,3,6.43929,322,细颗粒物:PM2.5,13.496,63.292,1.292,,阴
2022-10-14,142.0,108,161,0.8,51,118,3,7.64821,327,细颗粒物:PM2.5,15.450,64.375,1.292,,霾
2022-10-15,142.0,108,156,0.8,38,142,3,7.40179,327,细颗粒物:PM2.5,15.904,68.250,1.333,,雾
2022-10-16,29.0,4,12,0.1,8,57,3,0.91696,308,—,16.054,21.333,3.125,,晴
2022-10-17,27.0,3,13,0.2,12,53,2,0.98601,5,—,11.463,23.625,2.542,,晴
2022-10-18,32.0,10,31,0.3,25,59,2,1.83065,46,—,9.742,45.167,1.292,,晴
2022-10-19,63.0,39,76,0.5,40,61,3,3.75625,125,颗粒物:PM10,11.079,55.125,1.500,,晴
2022-10-20,105.0,79,128,0.7,52,56,3,5.96071,315,细颗粒物:PM2.5,13.383,55.500,1.417,,霾
2022-10-21,128.0,97,145,0.7,43,120,3,6.89286,332,细颗粒物:PM2.5,13.850,64.875,1.167,,霾
2022-10-22,39.0,19,39,0.2,16,67,2,2.00208,327,—,14.783,42.583,2.167,,晴
2022-10-23,31.0,8,25,0.3,24,62,2,1.68155,27,—,12.726,46.522,1.435,,晴
2022-10-24,58.0,29,66,0.6,35,72,3,3.29643,87,颗粒物:PM10,11.871,62.083,1.417,,霾
2022-10-25,120.0,91,144,0.9,47,95,4,6.71756,235,细颗粒物:PM2.5,12.217,71.208,1.417,,晴
2022-10-26,129.0,98,141,0.7,38,64,3,6.38929,337,细颗粒物:PM2.5,14.083,60.167,2.000,,霾
2022-10-27,25.0,8,22,0.3,20,43,2,1.41994,1,—,11.813,43.000,1.667,,阴
2022-10-28,57.0,21,63,0.5,37,22,3,2.73750,208,颗粒物:PM10,11.646,56.500,1.417,,阴
2022-10-29,66.0,38,82,0.6,40,31,2,3.63423,259,颗粒物:PM10,12.242,66.583,1.500,,阴
2022-10-30,97.0,72,110,0.6,42,35,2,5.08065,238,细颗粒物:PM2.5,13.392,71.583,1.458,,阴
2022-10-31,37.0,21,37,0.3,19,59,2,2.08065,316,—,13.196,35.125,2.250,,霾
2022-11-01,34.0,10,28,0.3,27,50,2,1.78155,2,—,9.492,37.792,1.542,,晴
2022-11-02,59.0,33,68,0.5,35,53,3,3.29554,158,颗粒物:PM10,10.729,60.958,1.292,,阴
2022-11-03,45.0,23,45,0.4,21,48,3,2.27500,234,—,9.533,57.375,2.250,,阴
2022-11-04,31.0,14,30,0.2,20,61,2,1.79315,10,—,7.658,41.083,2.000,,晴
2022-11-05,54.0,30,58,0.4,36,52,2,3.04405,231,颗粒物:PM10,7.963,59.750,1.542,,霾
2022-11-06,109.0,82,127,0.7,53,39,3,5.95089,255,细颗粒物:PM2.5,7.171,79.917,1.250,,霾
2022-11-07,46.0,28,46,0.4,31,63,2,2.75923,324,—,9.075,45.250,1.958,,雾
2022-11-08,61.0,37,71,0.5,44,50,2,3.64226,70,颗粒物:PM10,7.188,56.375,1.375,,晴
2022-11-09,103.0,77,116,0.7,52,43,3,5.65089,233,细颗粒物:PM2.5,8.204,67.583,1.292,,霾
2022-11-10,119.0,90,113,0.8,32,83,2,5.73780,272,细颗粒物:PM2.5,11.988,72.875,1.625,,霾
2022-11-11,128.0,97,121,1.5,38,18,2,5.97083,313,细颗粒物:PM2.5,12.788,95.375,1.208,,阴
2022-11-12,29.0,3,9,0.3,10,57,3,0.94554,74,—,9.888,50.167,3.917,,阴
2022-11-13,24.0,8,15,0.2,19,48,3,1.31786,12,—,4.967,39.625,2.375,,晴
2022-11-14,53.0,28,56,0.5,40,25,2,2.91458,135,颗粒物:PM10,5.038,64.292,1.250,,晴
2022-11-15,40.0,18,37,0.4,32,59,2,2.34494,211,—,7.854,54.958,1.667,,霾
2022-11-16,49.0,20,46,0.4,39,38,3,2.59107,43,—,6.717,59.625,1.250,,霾
2022-11-17,83.0,61,100,0.7,49,33,3,4.82768,186,细颗粒物:PM2.5,6.754,71.333,1.250,,霾
2022-11-18,110.0,83,124,1.0,49,29,4,5.86577,289,细颗粒物:PM2.5,7.617,73.000,1.417,,阴
2022-11-19,130.0,99,144,1.0,45,52,3,6.63571,301,细颗粒物:PM2.5,9.817,73.792,1.208,,霾
2022-11-20,148.0,113,169,1.0,44,14,2,7.11369,324,细颗粒物:PM2.5,7.608,92.875,1.292,,雾
2022-11-21,57.0,36,63,0.5,28,51,3,3.12232,313,颗粒物:PM10,8.254,59.875,1.708,,阴
2022-11-22,62.0,41,73,0.6,39,37,3,3.62054,221,颗粒物:PM10,7.163,73.083,1.375,,霾
2022-11-23,97.0,72,107,0.7,41,39,2,5.06280,281,细颗粒物:PM2.5,5.963,78.583,0.958,,霾
2022-11-24,156.0,119,165,1.0,50,16,2,7.39048,309,细颗粒物:PM2.5,6.192,89.333,1.167,,雾
2022-11-25,72.0,52,88,0.5,23,67,2,3.89494,335,细颗粒物:PM2.5,8.196,48.583,2.958,,雾
